guest_id,country_of_origin,total_bookings_lifetime,total_cancellations_lifetime,cancellation_ratio
G_03335,Thailand,4.0,3.0,0.75
G_03336,Japan,2.0,0.0,0.0
G_03337,Thailand,3.0,1.0,0.33
G_03338,China,2.0,0.0,0.0
G_03339,Thailand,2.0,0.0,0.0
G_03340,Thailand,0.0,0.0,0.0
G_03341,Germany,0.0,0.0,0.0
G_03342,Thailand,0.0,0.0,0.0
G_03343,Japan,2.0,0.0,0.0
G_03344,UK,1.0,0.0,0.0
G_03345,Thailand,0.0,0.0,0.0
G_03346,Germany,0.0,0.0,0.0
G_03347,Thailand,1.0,0.0,0.0
G_03348,Australia,0.0,0.0,0.0
G_03349,Thailand,3.0,0.0,0.0
G_03350,Australia,1.0,0.0,0.0
G_03351,Thailand,3.0,0.0,0.0
G_03352,UK,0.0,0.0,0.0
G_03353,Japan,1.0,1.0,1.0
G_03354,Germany,0.0,0.0,0.0
G_03355,Germany,5.0,0.0,0.0
G_03356,Japan,0.0,0.0,0.0
G_03357,Australia,1.0,0.0,0.0
G_03358,Thailand,1.0,0.0,0.0
G_03359,Thailand,1.0,0.0,0.0
G_03360,Thailand,1.0,0.0,0.0
G_03361,Thailand,2.0,1.0,0.5
G_03362,Thailand,2.0,0.0,0.0
G_03363,UK,0.0,0.0,0.0
G_03364,Thailand,3.0,1.0,0.33
G_03365,China,1.0,0.0,0.0
G_03366,Thailand,4.0,0.0,0.0
G_03367,Thailand,1.0,0.0,0.0
G_03368,UK,2.0,0.0,0.0
G_03369,Japan,4.0,0.0,0.0
G_03370,China,3.0,0.0,0.0
G_03371,China,2.0,0.0,0.0
G_03372,Thailand,2.0,0.0,0.0
G_03373,UK,1.0,0.0,0.0
G_03374,Thailand,2.0,1.0,0.5
G_03375,Thailand,1.0,0.0,0.0
G_03376,USA,1.0,1.0,1.0
G_03377,Thailand,2.0,1.0,0.5
G_03378,Thailand,1.0,0.0,0.0
G_03379,Germany,2.0,0.0,0.0
G_03380,Germany,0.0,0.0,0.0
G_03381,Thailand,1.0,0.0,0.0
G_03382,Thailand,1.0,1.0,1.0
G_03383,Thailand,2.0,1.0,0.5
G_03384,Thailand,1.0,0.0,0.0
G_03385,Germany,1.0,0.0,0.0
G_03386,Thailand,0.0,0.0,0.0
G_03387,Japan,1.0,0.0,0.0
G_03388,Thailand,3.0,1.0,0.33
G_03389,Germany,0.0,0.0,0.0
G_03390,Thailand,2.0,0.0,0.0
G_03391,Japan,2.0,0.0,0.0
G_03392,Thailand,5.0,3.0,0.6
G_03393,China,1.0,0.0,0.0
G_03394,Thailand,1.0,0.0,0.0
G_03395,Thailand,1.0,1.0,1.0
G_03396,Germany,1.0,0.0,0.0
G_03397,Germany,3.0,0.0,0.0
G_03398,Australia,1.0,0.0,0.0
G_03399,China,1.0,1.0,1.0
G_03400,Japan,2.0,2.0,1.0
G_03401,Thailand,0.0,0.0,0.0
G_03402,Thailand,0.0,0.0,0.0
G_03403,Thailand,1.0,0.0,0.0
G_03404,China,2.0,2.0,1.0
G_03405,Thailand,6.0,1.0,0.17
G_03406,Thailand,3.0,0.0,0.0
G_03407,UK,2.0,0.0,0.0
G_03408,Japan,2.0,1.0,0.5
G_03409,Thailand,3.0,2.0,0.67
G_03410,Thailand,2.0,0.0,0.0
G_03411,Thailand,2.0,1.0,0.5
G_03412,Thailand,2.0,0.0,0.0
G_03413,Thailand,1.0,1.0,1.0
G_03414,China,2.0,0.0,0.0
G_03415,China,1.0,0.0,0.0
G_03416,China,2.0,0.0,0.0
G_03417,Thailand,1.0,0.0,0.0
G_03418,Japan,0.0,0.0,0.0
G_03419,Thailand,1.0,0.0,0.0
G_03420,USA,3.0,0.0,0.0
G_03421,Japan,5.0,2.0,0.4
G_03422,Thailand,0.0,0.0,0.0
G_03423,Thailand,1.0,0.0,0.0
G_03424,Australia,1.0,0.0,0.0
G_03425,Thailand,2.0,0.0,0.0
G_03426,China,3.0,1.0,0.33
G_03427,Thailand,1.0,0.0,0.0
G_03428,China,0.0,0.0,0.0
G_03429,Thailand,2.0,0.0,0.0
G_03430,Thailand,2.0,0.0,0.0
G_03431,China,3.0,0.0,0.0
G_03432,Thailand,0.0,0.0,0.0
G_03433,Thailand,0.0,0.0,0.0
G_03434,Thailand,0.0,0.0,0.0
G_03435,Thailand,2.0,0.0,0.0
G_03436,Thailand,1.0,0.0,0.0
G_03437,Thailand,3.0,0.0,0.0
G_03438,Germany,1.0,0.0,0.0
G_03439,Thailand,3.0,0.0,0.0
G_03440,USA,2.0,0.0,0.0
G_03441,Thailand,0.0,0.0,0.0
G_03442,Thailand,2.0,0.0,0.0
G_03443,Germany,1.0,1.0,1.0
G_03444,Thailand,1.0,0.0,0.0
G_03445,Germany,2.0,0.0,0.0
G_03446,Thailand,2.0,1.0,0.5
G_03447,China,1.0,0.0,0.0
G_03448,UK,0.0,0.0,0.0
G_03449,Australia,6.0,1.0,0.17
G_03450,UK,3.0,0.0,0.0
G_03451,UK,2.0,0.0,0.0
G_03452,Thailand,2.0,0.0,0.0
G_03453,Thailand,1.0,0.0,0.0
G_03454,Germany,1.0,0.0,0.0
G_03455,Thailand,3.0,0.0,0.0
G_03456,Thailand,1.0,0.0,0.0
G_03457,Japan,0.0,0.0,0.0
G_03458,Thailand,2.0,1.0,0.5
G_03459,Germany,0.0,0.0,0.0
G_03460,China,0.0,0.0,0.0
G_03461,UK,1.0,0.0,0.0
G_03462,Australia,4.0,2.0,0.5
G_03463,Thailand,3.0,1.0,0.33
G_03464,Thailand,3.0,0.0,0.0
G_03465,USA,4.0,0.0,0.0
G_03466,Thailand,1.0,0.0,0.0
G_03467,China,3.0,0.0,0.0
G_03468,Germany,4.0,0.0,0.0
G_03469,USA,5.0,1.0,0.2
G_03470,Thailand,4.0,0.0,0.0
G_03471,Germany,2.0,0.0,0.0
G_03472,USA,1.0,0.0,0.0
G_03473,USA,2.0,2.0,1.0
G_03474,Thailand,1.0,1.0,1.0
G_03475,Germany,3.0,0.0,0.0
G_03476,UK,2.0,0.0,0.0
G_03477,Japan,0.0,0.0,0.0
G_03478,Japan,3.0,0.0,0.0
G_03479,Thailand,3.0,0.0,0.0
G_03480,USA,0.0,0.0,0.0
G_03481,Japan,3.0,0.0,0.0
G_03482,Thailand,3.0,1.0,0.33
G_03483,Japan,3.0,0.0,0.0
G_03484,Germany,0.0,0.0,0.0
G_03485,China,1.0,0.0,0.0
G_03486,China,2.0,1.0,0.5
G_03487,Japan,1.0,0.0,0.0
G_03488,Japan,3.0,1.0,0.33
G_03489,Thailand,2.0,1.0,0.5
G_03490,Thailand,3.0,0.0,0.0
G_03491,USA,3.0,0.0,0.0
G_03492,China,3.0,0.0,0.0
G_03493,USA,0.0,0.0,0.0
G_03494,China,2.0,0.0,0.0
G_03495,Thailand,1.0,0.0,0.0
G_03496,China,1.0,0.0,0.0
G_03497,Thailand,1.0,0.0,0.0
G_03498,China,1.0,0.0,0.0
G_03499,UK,2.0,0.0,0.0
G_03500,Thailand,0.0,0.0,0.0
G_03501,Thailand,1.0,0.0,0.0
G_03502,China,0.0,0.0,0.0
G_03503,USA,1.0,0.0,0.0
G_03504,Thailand,1.0,0.0,0.0
G_03505,Germany,4.0,0.0,0.0
G_03506,China,4.0,1.0,0.25
G_03507,Germany,0.0,0.0,0.0
G_03508,USA,2.0,0.0,0.0
G_03509,USA,1.0,0.0,0.0
G_03510,Australia,0.0,0.0,0.0
G_03511,UK,2.0,1.0,0.5
G_03512,China,0.0,0.0,0.0
G_03513,Thailand,0.0,0.0,0.0
G_03514,USA,1.0,0.0,0.0
G_03515,Thailand,0.0,0.0,0.0
G_03516,Thailand,0.0,0.0,0.0
G_03517,Thailand,0.0,0.0,0.0
G_03518,Thailand,1.0,0.0,0.0
G_03519,Germany,2.0,0.0,0.0
G_03520,Thailand,2.0,1.0,0.5
G_03521,China,1.0,0.0,0.0
G_03522,Japan,0.0,0.0,0.0
G_03523,UK,1.0,0.0,0.0
G_03524,Thailand,1.0,0.0,0.0
G_03525,China,2.0,0.0,0.0
G_03526,China,0.0,0.0,0.0
G_03527,China,2.0,0.0,0.0
G_03528,Japan,3.0,1.0,0.33
G_03529,Germany,1.0,0.0,0.0
G_03530,UK,2.0,0.0,0.0
G_03531,Thailand,0.0,0.0,0.0
G_03532,China,2.0,1.0,0.5
G_03533,Thailand,4.0,2.0,0.5
G_03534,Australia,0.0,0.0,0.0
G_03535,Thailand,3.0,0.0,0.0
G_03536,Thailand,0.0,0.0,0.0
G_03537,Japan,0.0,0.0,0.0
G_03538,UK,4.0,1.0,0.25
G_03539,Thailand,1.0,0.0,0.0
G_03540,USA,1.0,0.0,0.0
G_03541,Australia,1.0,0.0,0.0
G_03542,Thailand,1.0,0.0,0.0
G_03543,Australia,0.0,0.0,0.0
G_03544,Thailand,3.0,2.0,0.67
G_03545,Japan,2.0,0.0,0.0
G_03546,Japan,2.0,1.0,0.5
G_03547,Thailand,2.0,0.0,0.0
G_03548,USA,3.0,1.0,0.33
G_03549,Thailand,4.0,3.0,0.75
G_03550,China,0.0,0.0,0.0
G_03551,UK,2.0,1.0,0.5
G_03552,China,2.0,0.0,0.0
G_03553,Thailand,1.0,0.0,0.0
G_03554,Thailand,1.0,0.0,0.0
G_03555,Thailand,2.0,0.0,0.0
G_03556,Thailand,1.0,0.0,0.0
G_03557,UK,3.0,0.0,0.0
G_03558,Australia,2.0,0.0,0.0
G_03559,China,2.0,0.0,0.0
G_03560,USA,2.0,0.0,0.0
G_03561,Germany,6.0,0.0,0.0
G_03562,China,5.0,0.0,0.0
G_03563,Germany,1.0,0.0,0.0
G_03564,UK,0.0,0.0,0.0
G_03565,Thailand,1.0,0.0,0.0
G_03566,Thailand,2.0,0.0,0.0
G_03567,China,1.0,0.0,0.0
G_03568,Thailand,1.0,1.0,1.0
G_03569,Thailand,0.0,0.0,0.0
G_03570,UK,1.0,0.0,0.0
G_03571,UK,3.0,0.0,0.0
G_03572,China,2.0,1.0,0.5
G_03573,Thailand,0.0,0.0,0.0
G_03574,Thailand,2.0,1.0,0.5
G_03575,China,1.0,1.0,1.0
G_03576,Germany,0.0,0.0,0.0
G_03577,China,1.0,0.0,0.0
G_03578,Germany,1.0,0.0,0.0
G_03579,Japan,3.0,0.0,0.0
G_03580,UK,3.0,0.0,0.0
G_03581,Thailand,1.0,0.0,0.0
G_03582,China,1.0,1.0,1.0
G_03583,China,0.0,0.0,0.0
G_03584,China,2.0,1.0,0.5
G_03585,USA,2.0,0.0,0.0
G_03586,UK,2.0,1.0,0.5
G_03587,Thailand,2.0,0.0,0.0
G_03588,UK,2.0,0.0,0.0
G_03589,Thailand,2.0,0.0,0.0
G_03590,Japan,3.0,1.0,0.33
G_03591,Thailand,1.0,0.0,0.0
G_03592,Thailand,2.0,0.0,0.0
G_03593,USA,3.0,0.0,0.0
G_03594,China,3.0,1.0,0.33
G_03595,USA,0.0,0.0,0.0
G_03596,Thailand,1.0,0.0,0.0
G_03597,UK,6.0,1.0,0.17
G_03598,Thailand,2.0,0.0,0.0
G_03599,Germany,1.0,0.0,0.0
G_03600,Germany,1.0,0.0,0.0
G_03601,UK,4.0,0.0,0.0
G_03602,Thailand,0.0,0.0,0.0
G_03603,China,3.0,0.0,0.0
G_03604,Thailand,2.0,1.0,0.5
G_03605,USA,4.0,1.0,0.25
G_03606,Thailand,1.0,1.0,1.0
G_03607,Germany,1.0,0.0,0.0
G_03608,Thailand,2.0,2.0,1.0
G_03609,UK,2.0,0.0,0.0
G_03610,China,2.0,0.0,0.0
G_03611,USA,0.0,0.0,0.0
G_03612,Thailand,2.0,0.0,0.0
G_03613,Germany,1.0,0.0,0.0
G_03614,UK,4.0,0.0,0.0
G_03615,China,1.0,0.0,0.0
G_03616,Thailand,1.0,0.0,0.0
G_03617,USA,2.0,1.0,0.5
G_03618,USA,3.0,0.0,0.0
G_03619,Thailand,1.0,1.0,1.0
G_03620,Thailand,1.0,0.0,0.0
G_03621,Japan,2.0,2.0,1.0
G_03622,Thailand,2.0,0.0,0.0
G_03623,Thailand,1.0,0.0,0.0
G_03624,UK,5.0,1.0,0.2
G_03625,Japan,0.0,0.0,0.0
G_03626,Thailand,0.0,0.0,0.0
G_03627,UK,2.0,0.0,0.0
G_03628,Thailand,1.0,0.0,0.0
G_03629,Thailand,1.0,0.0,0.0
G_03630,Thailand,3.0,1.0,0.33
G_03631,Japan,3.0,0.0,0.0
G_03632,Thailand,1.0,0.0,0.0
G_03633,Thailand,1.0,0.0,0.0
G_03634,USA,3.0,1.0,0.33
G_03635,Japan,2.0,0.0,0.0
G_03636,Thailand,3.0,2.0,0.67
G_03637,USA,3.0,0.0,0.0
G_03638,Thailand,3.0,0.0,0.0
G_03639,USA,0.0,0.0,0.0
G_03640,UK,2.0,1.0,0.5
G_03641,UK,3.0,0.0,0.0
G_03642,Thailand,0.0,0.0,0.0
G_03643,Thailand,3.0,1.0,0.33
G_03644,Thailand,2.0,2.0,1.0
G_03645,Thailand,3.0,2.0,0.67
G_03646,Thailand,2.0,0.0,0.0
G_03647,Japan,1.0,0.0,0.0
G_03648,Germany,3.0,1.0,0.33
G_03649,Germany,2.0,0.0,0.0
G_03650,Australia,0.0,0.0,0.0
G_03651,China,0.0,0.0,0.0
G_03652,China,4.0,0.0,0.0
G_03653,Thailand,2.0,1.0,0.5
G_03654,China,0.0,0.0,0.0
G_03655,USA,5.0,2.0,0.4
G_03656,USA,1.0,0.0,0.0
G_03657,Japan,2.0,0.0,0.0
G_03658,Thailand,0.0,0.0,0.0
G_03659,Thailand,2.0,0.0,0.0
G_03660,Germany,3.0,1.0,0.33
G_03661,Thailand,0.0,0.0,0.0
G_03662,USA,3.0,0.0,0.0
G_03663,Germany,0.0,0.0,0.0
G_03664,China,1.0,1.0,1.0
G_03665,UK,3.0,1.0,0.33
G_03666,Thailand,2.0,0.0,0.0
G_03667,Thailand,0.0,0.0,0.0
G_03668,Australia,0.0,0.0,0.0
G_03669,UK,3.0,0.0,0.0
G_03670,UK,3.0,0.0,0.0
G_03671,Thailand,3.0,0.0,0.0
G_03672,Thailand,1.0,0.0,0.0
G_03673,Germany,3.0,0.0,0.0
G_03674,Thailand,0.0,0.0,0.0
G_03675,China,2.0,0.0,0.0
G_03676,Thailand,2.0,0.0,0.0
G_03677,China,0.0,0.0,0.0
G_03678,Germany,2.0,1.0,0.5
G_03679,UK,2.0,0.0,0.0
G_03680,Thailand,1.0,0.0,0.0
G_03681,UK,2.0,1.0,0.5
G_03682,Japan,1.0,0.0,0.0
G_03683,USA,3.0,0.0,0.0
G_03684,Australia,3.0,0.0,0.0
G_03685,China,1.0,0.0,0.0
G_03686,Australia,1.0,0.0,0.0
G_03687,China,1.0,0.0,0.0
G_03688,Thailand,2.0,2.0,1.0
G_03689,Thailand,0.0,0.0,0.0
G_03690,Thailand,1.0,0.0,0.0
G_03691,Germany,1.0,0.0,0.0
G_03692,Japan,1.0,0.0,0.0
G_03693,China,2.0,0.0,0.0
G_03694,Thailand,1.0,0.0,0.0
G_03695,Thailand,0.0,0.0,0.0
G_03696,Japan,2.0,0.0,0.0
G_03697,USA,3.0,0.0,0.0
G_03698,Thailand,2.0,1.0,0.5
G_03699,China,3.0,0.0,0.0
G_03700,Thailand,3.0,0.0,0.0
G_03701,Thailand,3.0,0.0,0.0
G_03702,USA,3.0,1.0,0.33
G_03703,Thailand,4.0,1.0,0.25
G_03704,Germany,2.0,0.0,0.0
G_03705,Thailand,3.0,0.0,0.0
G_03706,Thailand,0.0,0.0,0.0
G_03707,Thailand,1.0,1.0,1.0
G_03708,Japan,2.0,0.0,0.0
G_03709,USA,2.0,0.0,0.0
G_03710,UK,5.0,1.0,0.2
G_03711,Thailand,0.0,0.0,0.0
G_03712,Thailand,1.0,0.0,0.0
G_03713,USA,0.0,0.0,0.0
G_03714,Japan,0.0,0.0,0.0
G_03715,Australia,1.0,0.0,0.0
G_03716,Thailand,1.0,0.0,0.0
G_03717,UK,4.0,0.0,0.0
G_03718,Germany,3.0,0.0,0.0
G_03719,Thailand,1.0,0.0,0.0
G_03720,Japan,2.0,0.0,0.0
G_03721,Thailand,4.0,0.0,0.0
G_03722,Germany,4.0,0.0,0.0
G_03723,Japan,4.0,1.0,0.25
G_03724,Germany,1.0,1.0,1.0
G_03725,China,1.0,0.0,0.0
G_03726,Thailand,0.0,0.0,0.0
G_03727,Germany,2.0,1.0,0.5
G_03728,Thailand,1.0,0.0,0.0
G_03729,Thailand,2.0,0.0,0.0
G_03730,China,3.0,0.0,0.0
G_03731,Japan,0.0,0.0,0.0
G_03732,Germany,1.0,0.0,0.0
G_03733,Thailand,1.0,1.0,1.0
G_03734,Japan,1.0,0.0,0.0
G_03735,China,1.0,1.0,1.0
G_03736,Thailand,4.0,0.0,0.0
G_03737,Thailand,1.0,0.0,0.0
G_03738,Thailand,4.0,0.0,0.0
G_03739,Thailand,2.0,1.0,0.5
G_03740,Germany,1.0,0.0,0.0
G_03741,China,0.0,0.0,0.0
G_03742,China,1.0,0.0,0.0
G_03743,Germany,4.0,1.0,0.25
G_03744,Thailand,0.0,0.0,0.0
G_03745,Japan,0.0,0.0,0.0
G_03746,USA,3.0,0.0,0.0
G_03747,Australia,0.0,0.0,0.0
G_03748,Thailand,0.0,0.0,0.0
G_03749,Germany,3.0,0.0,0.0
G_03750,Thailand,3.0,0.0,0.0
G_03751,Thailand,2.0,0.0,0.0
G_03752,Japan,2.0,1.0,0.5
G_03753,Thailand,1.0,0.0,0.0
G_03754,China,4.0,1.0,0.25
G_03755,USA,0.0,0.0,0.0
G_03756,China,3.0,0.0,0.0
G_03757,Thailand,1.0,0.0,0.0
G_03758,Thailand,1.0,0.0,0.0
G_03759,Thailand,0.0,0.0,0.0
G_03760,USA,0.0,0.0,0.0
G_03761,Thailand,2.0,0.0,0.0
G_03762,Thailand,2.0,0.0,0.0
G_03763,Thailand,2.0,0.0,0.0
G_03764,Thailand,2.0,0.0,0.0
G_03765,UK,3.0,0.0,0.0
G_03766,Australia,3.0,0.0,0.0
G_03767,Thailand,0.0,0.0,0.0
G_03768,UK,0.0,0.0,0.0
G_03769,China,2.0,0.0,0.0
G_03770,USA,4.0,0.0,0.0
G_03771,China,1.0,1.0,1.0
G_03772,USA,0.0,0.0,0.0
G_03773,UK,2.0,1.0,0.5
G_03774,Thailand,0.0,0.0,0.0
G_03775,China,2.0,1.0,0.5
G_03776,China,3.0,0.0,0.0
G_03777,Thailand,3.0,1.0,0.33
G_03778,Thailand,2.0,0.0,0.0
G_03779,Germany,1.0,0.0,0.0
G_03780,USA,3.0,0.0,0.0
G_03781,UK,0.0,0.0,0.0
G_03782,Germany,2.0,0.0,0.0
G_03783,China,4.0,0.0,0.0
G_03784,UK,2.0,1.0,0.5
G_03785,Japan,1.0,0.0,0.0
G_03786,Australia,1.0,0.0,0.0
G_03787,USA,1.0,0.0,0.0
G_03788,USA,0.0,0.0,0.0
G_03789,Thailand,0.0,0.0,0.0
G_03790,Germany,0.0,0.0,0.0
G_03791,China,5.0,0.0,0.0
G_03792,Thailand,1.0,1.0,1.0
G_03793,Australia,3.0,0.0,0.0
G_03794,USA,2.0,1.0,0.5
G_03795,Thailand,1.0,0.0,0.0
G_03796,UK,0.0,0.0,0.0
G_03797,USA,4.0,2.0,0.5
G_03798,Australia,3.0,0.0,0.0
G_03799,Thailand,0.0,0.0,0.0
G_03800,Japan,0.0,0.0,0.0
G_03801,UK,1.0,0.0,0.0
G_03802,Thailand,1.0,0.0,0.0
G_03803,Germany,1.0,1.0,1.0
G_03804,UK,1.0,0.0,0.0
G_03805,Thailand,1.0,0.0,0.0
G_03806,USA,1.0,0.0,0.0
G_03807,Australia,2.0,0.0,0.0
G_03808,Thailand,4.0,1.0,0.25
G_03809,Thailand,1.0,0.0,0.0
G_03810,Thailand,1.0,0.0,0.0
G_03811,Thailand,3.0,1.0,0.33
G_03812,Japan,0.0,0.0,0.0
G_03813,USA,1.0,0.0,0.0
G_03814,Thailand,1.0,1.0,1.0
G_03815,Thailand,1.0,0.0,0.0
G_03816,Thailand,0.0,0.0,0.0
G_03817,Germany,0.0,0.0,0.0
G_03818,Thailand,2.0,1.0,0.5
G_03819,Germany,2.0,0.0,0.0
G_03820,USA,1.0,0.0,0.0
G_03821,Thailand,1.0,0.0,0.0
G_03822,Australia,0.0,0.0,0.0
G_03823,USA,3.0,0.0,0.0
G_03824,China,2.0,1.0,0.5
G_03825,Germany,2.0,0.0,0.0
G_03826,Thailand,0.0,0.0,0.0
G_03827,Thailand,1.0,1.0,1.0
G_03828,China,1.0,0.0,0.0
G_03829,Thailand,0.0,0.0,0.0
G_03830,Thailand,3.0,0.0,0.0
G_03831,Thailand,4.0,0.0,0.0
G_03832,Thailand,2.0,0.0,0.0
G_03833,Japan,1.0,0.0,0.0
G_03834,Thailand,2.0,0.0,0.0
G_03835,USA,5.0,0.0,0.0
G_03836,China,3.0,1.0,0.33
G_03837,USA,2.0,1.0,0.5
G_03838,Thailand,2.0,0.0,0.0
G_03839,Japan,0.0,0.0,0.0
G_03840,Thailand,0.0,0.0,0.0
G_03841,Japan,2.0,1.0,0.5
G_03842,Australia,2.0,0.0,0.0
G_03843,USA,4.0,1.0,0.25
G_03844,UK,0.0,0.0,0.0
G_03845,USA,2.0,0.0,0.0
G_03846,Thailand,0.0,0.0,0.0
G_03847,Australia,2.0,0.0,0.0
G_03848,Australia,1.0,0.0,0.0
G_03849,Thailand,3.0,0.0,0.0
G_03850,China,1.0,0.0,0.0
G_03851,Germany,1.0,0.0,0.0
G_03852,Germany,2.0,0.0,0.0
G_03853,UK,1.0,0.0,0.0
G_03854,USA,0.0,0.0,0.0
G_03855,Thailand,4.0,0.0,0.0
G_03856,Germany,3.0,1.0,0.33
G_03857,Thailand,2.0,0.0,0.0
G_03858,UK,1.0,0.0,0.0
G_03859,Thailand,2.0,0.0,0.0
G_03860,Thailand,1.0,0.0,0.0
G_03861,USA,0.0,0.0,0.0
G_03862,Germany,0.0,0.0,0.0
G_03863,Thailand,3.0,0.0,0.0
G_03864,UK,2.0,0.0,0.0
G_03865,Thailand,3.0,1.0,0.33
G_03866,Thailand,1.0,0.0,0.0
G_03867,USA,2.0,0.0,0.0
G_03868,UK,1.0,0.0,0.0
G_03869,Thailand,1.0,0.0,0.0
G_03870,Thailand,4.0,0.0,0.0
G_03871,Thailand,2.0,0.0,0.0
G_03872,Thailand,3.0,1.0,0.33
G_03873,Germany,3.0,1.0,0.33
G_03874,Germany,1.0,0.0,0.0
G_03875,Thailand,0.0,0.0,0.0
G_03876,UK,1.0,0.0,0.0
G_03877,Germany,2.0,1.0,0.5
G_03878,Thailand,0.0,0.0,0.0
G_03879,Japan,2.0,0.0,0.0
G_03880,Germany,1.0,0.0,0.0
G_03881,Thailand,2.0,0.0,0.0
G_03882,Thailand,3.0,0.0,0.0
G_03883,Germany,4.0,1.0,0.25
G_03884,UK,0.0,0.0,0.0
G_03885,Thailand,1.0,0.0,0.0
G_03886,Thailand,0.0,0.0,0.0
G_03887,USA,1.0,0.0,0.0
G_03888,China,1.0,0.0,0.0
G_03889,China,2.0,0.0,0.0
G_03890,Germany,5.0,0.0,0.0
G_03891,Thailand,3.0,1.0,0.33
G_03892,UK,1.0,1.0,1.0
G_03893,UK,5.0,3.0,0.6
G_03894,USA,2.0,0.0,0.0
G_03895,Thailand,1.0,0.0,0.0
G_03896,Germany,1.0,0.0,0.0
G_03897,Australia,2.0,1.0,0.5
G_03898,USA,1.0,0.0,0.0
G_03899,China,1.0,0.0,0.0
G_03900,Thailand,2.0,0.0,0.0
G_03901,UK,2.0,0.0,0.0
G_03902,China,1.0,0.0,0.0
G_03903,UK,0.0,0.0,0.0
G_03904,Germany,0.0,0.0,0.0
G_03905,China,2.0,0.0,0.0
G_03906,Thailand,2.0,0.0,0.0
G_03907,Japan,1.0,0.0,0.0
G_03908,Thailand,2.0,1.0,0.5
G_03909,Thailand,0.0,0.0,0.0
G_03910,Thailand,0.0,0.0,0.0
G_03911,USA,1.0,0.0,0.0
G_03912,Japan,4.0,0.0,0.0
G_03913,USA,2.0,0.0,0.0
G_03914,Japan,2.0,0.0,0.0
G_03915,UK,1.0,0.0,0.0
G_03916,Thailand,1.0,0.0,0.0
G_03917,Japan,2.0,0.0,0.0
G_03918,Thailand,1.0,0.0,0.0
G_03919,Thailand,4.0,0.0,0.0
G_03920,UK,2.0,0.0,0.0
G_03921,Thailand,2.0,0.0,0.0
G_03922,Thailand,4.0,0.0,0.0
G_03923,China,3.0,0.0,0.0
G_03924,UK,3.0,1.0,0.33
G_03925,USA,1.0,1.0,1.0
G_03926,Germany,1.0,1.0,1.0
G_03927,UK,0.0,0.0,0.0
G_03928,Australia,3.0,1.0,0.33
G_03929,Thailand,4.0,2.0,0.5
G_03930,UK,0.0,0.0,0.0
G_03931,Australia,3.0,0.0,0.0
G_03932,UK,1.0,0.0,0.0
G_03933,China,0.0,0.0,0.0
G_03934,Thailand,1.0,1.0,1.0
G_03935,Thailand,1.0,0.0,0.0
G_03936,USA,3.0,1.0,0.33
G_03937,Thailand,2.0,0.0,0.0
G_03938,Australia,1.0,0.0,0.0
G_03939,Thailand,3.0,0.0,0.0
G_03940,Germany,1.0,0.0,0.0
G_03941,Germany,1.0,0.0,0.0
G_03942,Thailand,2.0,1.0,0.5
G_03943,Thailand,2.0,0.0,0.0
G_03944,Australia,2.0,0.0,0.0
G_03945,Germany,4.0,0.0,0.0
G_03946,USA,2.0,1.0,0.5
G_03947,Thailand,3.0,1.0,0.33
G_03948,UK,2.0,1.0,0.5
G_03949,China,0.0,0.0,0.0
G_03950,Thailand,0.0,0.0,0.0
G_03951,China,2.0,0.0,0.0
G_03952,Thailand,2.0,1.0,0.5
G_03953,Thailand,1.0,1.0,1.0
G_03954,Thailand,1.0,0.0,0.0
G_03955,Thailand,1.0,0.0,0.0
G_03956,Thailand,2.0,1.0,0.5
G_03957,USA,2.0,0.0,0.0
G_03958,Thailand,1.0,0.0,0.0
G_03959,Thailand,1.0,0.0,0.0
G_03960,Thailand,1.0,0.0,0.0
G_03961,Germany,1.0,0.0,0.0
G_03962,USA,1.0,0.0,0.0
G_03963,USA,0.0,0.0,0.0
G_03964,UK,1.0,0.0,0.0
G_03965,Germany,0.0,0.0,0.0
G_03966,Thailand,1.0,0.0,0.0
G_03967,China,5.0,2.0,0.4
G_03968,China,1.0,0.0,0.0
G_03969,China,1.0,0.0,0.0
G_03970,Thailand,2.0,0.0,0.0
G_03971,China,1.0,0.0,0.0
G_03972,Thailand,2.0,0.0,0.0
G_03973,UK,2.0,1.0,0.5
G_03974,China,1.0,0.0,0.0
G_03975,Thailand,1.0,0.0,0.0
G_03976,Japan,1.0,1.0,1.0
G_03977,Thailand,3.0,1.0,0.33
G_03978,Japan,1.0,0.0,0.0
G_03979,USA,1.0,0.0,0.0
G_03980,Thailand,0.0,0.0,0.0
G_03981,Thailand,1.0,1.0,1.0
G_03982,Germany,3.0,1.0,0.33
G_03983,Thailand,1.0,0.0,0.0
G_03984,Thailand,7.0,0.0,0.0
G_03985,Thailand,0.0,0.0,0.0
G_03986,China,2.0,0.0,0.0
G_03987,UK,0.0,0.0,0.0
G_03988,Thailand,3.0,1.0,0.33
G_03989,Thailand,3.0,0.0,0.0
G_03990,Thailand,1.0,0.0,0.0
G_03991,Thailand,2.0,0.0,0.0
G_03992,USA,4.0,0.0,0.0
G_03993,China,3.0,0.0,0.0
G_03994,Thailand,3.0,0.0,0.0
G_03995,Thailand,0.0,0.0,0.0
G_03996,Thailand,1.0,0.0,0.0
G_03997,Germany,1.0,0.0,0.0
G_03998,Germany,0.0,0.0,0.0
G_03999,Japan,2.0,2.0,1.0
G_04000,Thailand,5.0,2.0,0.4
